4GTV,#genre#
CCTV3,http://0/udp/239.76.252.53:9000
CCTV4,http://0/udp/239.76.252.54:9000
CCTV4K,http://0/udp/239.76.254.101:9000
CCTV4中文国际美洲,http://0/udp/239.76.246.96:1234
CCTV4中文国际欧洲,http://0/udp/239.76.246.95:1234
CCTV5,http://0/udp/239.76.252.55:9000
CCTV5+,http://0/udp/239.76.254.215:9000
CCTV6,http://0/udp/239.76.252.56:9000
CCTV7,http://0/udp/239.76.252.57:9000
CCTV8,http://0/udp/239.76.252.58:9000
CCTV9,http://0/udp/239.76.252.59:9000
CCTV电视指南,http://0/udp/239.76.254.61:9000
CCTV第一剧场,http://0/udp/239.76.254.49:9000
CCTV风云剧场,http://0/udp/239.76.254.50:9000
CCTV风云音乐,http://0/udp/239.76.254.51:9000
CCTV风云足球,http://0/udp/239.76.254.52:9000
CCTV高尔夫网球,http://0/udp/239.76.254.62:9000
CCTV兵器科技,http://0/udp/239.76.254.59:9000
CCTV怀旧剧场,http://0/udp/239.76.254.53:9000
CCTV女性时尚,http://0/udp/239.76.254.55:9000
CCTV世界地理,http://0/udp/239.76.254.57:9000
CCTV央视文化精品,http://0/udp/239.76.254.56:9000
CCTV央视台球,http://0/udp/239.76.254.58:9000
安徽卫视,http://0/udp/239.76.252.83:9000
北京卫视,http://0/udp/239.76.252.84:9000
兵团卫视,http://0/udp/239.76.245.232:1234
重庆卫视,http://0/udp/239.76.252.97:9000
东方卫视,http://0/udp/239.76.252.86:9000
东南卫视,http://0/udp/239.76.252.90:9000
广东卫视,http://0/udp/239.76.252.92:9000
甘肃卫视,http://0/udp/239.76.245.110:1234
广西卫视,http://0/udp/239.76.252.94:9000
贵州卫视,http://0/udp/239.76.252.101:9000
河南卫视,http://0/udp/239.76.252.99:9000
湖北卫视,http://0/udp/239.76.252.93:9000
河北卫视,http://0/udp/239.76.252.102:9000
黑龙江卫视,http://0/udp/239.76.252.100:9000
湖南卫视,http://0/udp/239.76.252.1:9000
吉林卫视,http://0/udp/239.76.252.103:9000
江苏卫视,http://0/udp/239.76.252.81:9000
江西卫视,http://0/udp/239.76.252.87:9000
康巴卫视,http://0/udp/239.76.246.89:1234
辽宁卫视,http://0/udp/239.76.252.89:9000
海南卫视,http://0/udp/239.76.252.91:9000
内蒙古卫视,http://0/udp/239.76.245.106:1234
宁夏卫视,http://0/udp/239.76.245.107:1234
青海卫视,http://0/udp/239.76.254.132:9000
四川卫视,http://0/udp/239.76.252.96:9000
山东教育卫视,http://0/udp/239.76.245.191:1234
山东卫视,http://0/udp/239.76.252.95:9000
陕西卫视,http://0/udp/239.76.252.104:9000
三沙卫视,http://0/udp/239.76.246.74:1234
山西卫视,http://0/udp/239.76.245.105:1234
深圳卫视,http://0/udp/239.76.252.88:9000
天津卫视,http://0/udp/239.76.252.85:9000
新疆卫视,http://0/udp/239.76.245.109:1234
厦门卫视,http://0/udp/239.76.245.231:1234
西藏卫视,http://0/udp/239.76.245.108:1234
延边卫视,http://0/udp/239.76.254.112:9000
云南卫视,http://0/udp/239.76.252.98:9000
浙江卫视,http://0/udp/239.76.252.82:9000
中国教育1,http://0/udp/239.76.245.192:1234
动漫秀场,http://0/udp/239.76.254.70:9000
都市剧场,http://0/udp/239.76.254.74:9000
凤凰中文,http://0/udp/239.76.246.134:1234
凤凰资讯,http://0/udp/239.76.246.135:1234
金鹰纪实,http://0/udp/239.76.245.122:1234
欢笑剧场,http://0/udp/239.76.254.66:9000
魅力足球,http://0/udp/239.76.254.72:9000
乐游频道,http://0/udp/239.76.254.68:9000
生活时尚,http://0/udp/239.76.254.73:9000
游戏风云,http://0/udp/239.76.254.71:9000
北京纪实科教,http://0/udp/239.76.254.65:9000
北京卡酷少儿,http://0/udp/239.76.252.111:9000
百姓健康,http://0/udp/239.76.246.10:1234
CGTN纪录,http://0/udp/239.76.252.67:9000
CGTN阿拉伯语,http://0/udp/239.76.246.97:1234
CGTN西班牙语,http://0/udp/239.76.246.88:1234
CGTN法语,http://0/udp/239.76.246.87:1234
CGTN,http://0/udp/239.76.252.66:9000
CGTN俄罗斯语,http://0/udp/239.76.246.86:1234
中国教育2,http://0/udp/239.76.245.253:1234
中国教育4,http://0/udp/239.76.245.254:1234
CHC动作电影,http://0/udp/239.76.245.243:1234
CHC影迷电影,http://0/udp/239.76.245.242:1234
CHC家庭影院,http://0/udp/239.76.245.241:1234
车迷频道,http://0/udp/239.76.254.47:9000
重庆汽摩,http://0/udp/239.76.254.25:9000
东方财经,http://0/udp/239.76.254.69:9000
法治天地,http://0/udp/239.76.254.67:9000
嘉佳卡通,http://0/udp/239.76.245.230:1234
国学频道,http://0/udp/239.76.254.48:9000
天元围棋,http://0/udp/239.76.246.2:1234
梨园频道,http://0/udp/239.76.245.179:1234
武术世界,http://0/udp/239.76.245.181:1234
文物宝库,http://0/udp/239.76.245.180:1234
汨罗综合,http://0/udp/239.76.255.47:9000
涟源综合,http://0/udp/239.76.255.48:9000
津市新闻频道,http://0/udp/239.76.248.30:1234
常德新闻综合,http://0/udp/239.76.248.10:1234
常德公共频道,http://0/udp/239.76.248.11:1234
桃源综合频道,http://0/udp/239.76.248.36:1234
茶频道,http://0/udp/239.76.245.239:1234
长沙嘉丽购物,http://0/udp/239.76.245.18:1234
长沙文旅频道,http://0/udp/239.76.248.42:1234
浏阳新闻频道,http://0/udp/239.76.248.6:1234
宁乡综合频道,http://0/udp/239.76.248.57:1234
长沙新闻频道,http://0/udp/239.76.246.121:1234
长沙政法频道,http://0/udp/239.76.246.122:1234
桂东综合频道,http://0/udp/239.76.246.231:1234
郴州新闻综合,http://0/udp/239.76.246.75:1234
郴州公共都市,http://0/udp/239.76.248.39:1234
湖南都市,http://0/udp/239.76.245.117:1234
湖南电视剧,http://0/udp/239.76.245.118:1234
湖南电影,http://0/udp/239.76.245.119:1234
湖南爱晚,http://0/udp/239.76.245.123:1234
湖南国际,http://0/udp/239.76.245.124:1234
麻阳综合,http://0/udp/239.76.248.45:1234
怀化新闻综合,http://0/udp/239.76.248.12:1234
溆浦时政,http://0/udp/239.76.248.25:1234
衡阳县时政综合,http://0/udp/239.76.248.26:1234
衡阳新闻综合,http://0/udp/239.76.248.13:1234
衡阳公共频道,http://0/udp/239.76.248.14:1234
湖南经视,http://0/udp/239.76.245.116:1234
湖南教育,http://0/udp/239.76.245.233:1234
金鹰卡通,http://0/udp/239.76.245.120:1234
快乐垂钓,http://0/udp/239.76.245.127:1234
快乐购,http://0/udp/239.76.245.125:1234
娄底综合频道,http://0/udp/239.76.248.18:1234
娄底公共频道,http://0/udp/239.76.248.19:1234
娄底教育频道,http://0/udp/239.76.248.20:1234
新化新闻综合,http://0/udp/239.76.248.31:1234
邵阳公共频道,http://0/udp/239.76.248.22:1234
先锋乒羽,http://0/udp/239.76.246.51:1234
湘潭县综合,http://0/udp/239.76.248.41:1234
湘潭新闻综合,http://0/udp/239.76.248.4:1234
湘西新闻综合,http://0/udp/239.76.245.208:1234
湘西公共频道,http://0/udp/239.76.245.209:1234
益阳新闻综合,http://0/udp/239.76.248.15:1234
益阳教育频道,http://0/udp/239.76.248.17:1234
益阳公共频道,http://0/udp/239.76.248.16:1234
岳阳新闻综合,http://0/udp/239.76.248.7:1234
岳阳公共频道,http://0/udp/239.76.248.8:1234
道县综合,http://0/udp/239.76.248.28:1234
蓝山综合,http://0/udp/239.76.248.38:1234
永州新闻频道,http://0/udp/239.76.248.23:1234
永州公共频道,http://0/udp/239.76.248.24:1234
新田电视台,http://0/udp/239.76.248.44:1234
株洲新闻综合,http://0/udp/239.76.248.1:1234
环球旅游,http://0/udp/239.76.254.46:9000
环球奇观,http://0/udp/239.76.254.26:9000
财富天下,http://0/udp/239.76.246.18:1234
金色学堂,http://0/udp/239.76.254.75:9000
jsymkt,http://0/udp/239.76.245.112:1234
家庭理财,http://0/udp/239.76.246.16:1234
中央新影老故事,http://0/udp/239.76.246.76:1234
收藏天下,http://0/udp/239.76.246.244:1234
四海钓鱼,http://0/udp/239.76.246.4:1234
书画频道,http://0/udp/239.76.245.171:1234
优购物,http://0/udp/239.76.254.63:9000
哈哈炫动,http://0/udp/239.76.245.133:1234
新动漫,http://0/udp/239.76.245.244:1234
生态环境频道,http://0/udp/239.76.254.201:9000
优漫卡通,http://0/udp/239.76.252.112:9000
优优宝贝,http://0/udp/239.76.246.13:1234
中国交通北京,http://0/udp/239.76.254.100:9000
中国天气,http://0/udp/239.76.246.61:1234
中华特产,http://0/udp/239.76.246.79:1234
INBM证券服务,http://0/udp/239.76.246.236:1234
早期教育,http://0/udp/239.76.254.202:9000
中央新影中学生,http://0/udp/239.76.254.27:9000
新闻,http://0/udp/239.76.253.65:9000
央视轮播,http://0/udp/239.76.252.205:9000
未知新闻综合,http://0/udp/239.76.248.27:1234
未知新闻综合,http://0/udp/239.76.248.32:1234
未知新闻综合,http://0/udp/239.76.248.33:1234
未知新闻频道,http://0/udp/239.76.248.35:1234
未知新闻频道,http://0/udp/239.76.248.37:1234
未知综合频道,http://0/udp/239.76.248.34:1234
武冈综合,http://0/udp/239.76.248.29:1234
熊猫直播,http://0/udp/239.76.254.102:9000
4k,http://0/udp/239.76.246.230:1234
九画面,http://0/udp/239.76.245.131:1234
湖南卫视,http://0/udp/239.76.245.115:1234
湖南娱乐,http://0/udp/239.76.245.121:1234
湖南公共,http://0/udp/239.76.245.123:1234
CCTV1,http://0/udp/239.76.245.51:1234
CCTV2,http://0/udp/239.76.246.152:1234
CCTV3,http://0/udp/239.76.246.153:1234
CCTV4,http://0/udp/239.76.245.195:1234
CCTV4,http://0/udp/239.76.246.154:1234
CCTV5,http://0/udp/239.76.246.155:1234
CCTV5+,http://0/udp/239.76.246.168:1234
CCTV6,http://0/udp/239.76.246.156:1234
CCTV7,http://0/udp/239.76.246.157:1234
CCTV8,http://0/udp/239.76.246.158:1234
CCTV9,http://0/udp/239.76.246.159:1234
CCTV10,http://0/udp/239.76.246.160:1234
CCTV11,http://0/udp/239.76.245.251:1234
CCTV12,http://0/udp/239.76.246.162:1234
CCTV13,http://0/udp/239.76.246.93:1234
CCTV14,http://0/udp/239.76.246.164:1234
CCTV15,http://0/udp/239.76.245.252:1234
CCTV16,http://0/udp/239.76.246.98:1234
CCTV17,http://0/udp/239.76.245.238:1234
CCTV16,http://0/udp/239.76.246.214:1234
CCTV16,http://0/udp/239.76.246.224:1234
CCTV16,http://0/udp/239.76.246.230:1234
体育,http://0/udp/239.76.246.136:1234
广东卫视,http://0/udp/239.76.245.189:1234
东南卫视,http://0/udp/239.76.245.190:1234
安徽卫视,http://0/udp/239.76.245.196:1234
辽宁卫视,http://0/udp/239.76.245.197:1234
江西卫视,http://0/udp/239.76.245.225:1234
河北卫视,http://0/udp/239.76.245.199:1234
贵州卫视,http://0/udp/239.76.245.198:1234
江苏卫视,http://0/udp/239.76.246.181:1234
东方卫视,http://0/udp/239.76.246.186:1234
浙江卫视,http://0/udp/239.76.246.182:1234
北京卫视,http://0/udp/239.76.246.184:1234
天津卫视,http://0/udp/239.76.246.185:1234
深圳卫视,http://0/udp/239.76.246.188:1234
湖北卫视,http://0/udp/239.76.246.193:1234
山东卫视,http://0/udp/239.76.246.195:1234
黑龙江卫视,http://0/udp/239.76.246.200:1234
吉林卫视,http://0/udp/239.76.246.201:1234
河南卫视,http://0/udp/239.76.246.202:1234
海南卫视,http://0/udp/239.76.246.203:1234
四川卫视,http://0/udp/239.76.246.91:1234
重庆卫视,http://0/udp/239.76.246.92:1234
甘肃卫视,http://0/udp/239.76.246.94:1234
中国教育,http://0/udp/239.76.245.192:1234
长沙女姓,http://0/udp/239.76.245.23:1234
长沙影视,http://0/udp/239.76.245.204:1234
湘西综合,http://0/udp/239.76.245.208:1234
湘西综合,http://0/udp/239.76.245.209:1234
河南梨园,http://0/udp/239.76.245.179:1234
张家界,http://0/udp/239.76.245.235:1234
张家界综合,http://0/udp/239.76.245.234:1234
CHC高清电影,http://0/udp/239.76.245.242:1234
快乐垂钓,http://0/udp/239.76.246.5:1234
凤凰资讯,http://0/udp/239.76.246.8:1234
凤凰中文,http://0/udp/239.76.246.7:1234
湖南卫视,http://0/udp/239.76.246.101:1234
湖南卫视,http://0/udp/239.76.246.100:1234
湖南经视,http://0/udp/239.76.246.103:1234
湖南国际,http://0/udp/239.76.246.102:1234
湖南都市,http://0/udp/239.76.246.104:1234
湖南娱乐,http://0/udp/239.76.246.105:1234
湖南电影,http://0/udp/239.76.246.106:1234
湖南公共,http://0/udp/239.76.246.109:1234
湖南电视剧,http://0/udp/239.76.246.108:1234
金鹰卡通,http://0/udp/239.76.246.107:1234
金鹰纪实,http://0/udp/239.76.246.110:1234
长沙政法,http://0/udp/239.76.246.122:1234
长沙新闻,http://0/udp/239.76.246.121:1234
健康电视,http://0/udp/239.76.246.127:1234
欢笑剧场,http://0/udp/239.76.246.130:1234
都市剧场,http://0/udp/239.76.246.215:1234
极速汽车,http://0/udp/239.76.246.133:1234
动漫秀场,http://0/udp/239.76.246.131:1234
游戏风云,http://0/udp/239.76.246.132:1234
凤凰中文,http://0/udp/239.76.253.135:9000
凤凰资讯,http://0/udp/239.76.253.134:9000
体育,http://0/udp/239.76.253.136:9000
全纪实,http://0/udp/239.76.246.137:1234
法治天地,http://0/udp/239.76.246.138:1234
生活时尚,http://0/udp/239.76.246.223:1234
浏阳新闻,http://0/udp/239.76.248.6:1234
常德综合,http://0/udp/239.76.248.10:1234
常德公共,http://0/udp/239.76.248.11:1234
衡阳综合,http://0/udp/239.76.248.13:1234
衡阳公共,http://0/udp/239.76.248.14:1234
娄底综合,http://0/udp/239.76.248.18:1234
娄底公共,http://0/udp/239.76.248.19:1234
张家界综合,http://0/udp/239.76.252.234:9000
张家界,http://0/udp/239.76.252.235:9000
邵阳新闻,http://0/udp/239.76.248.23:1234
永州新闻,http://0/udp/239.76.248.57:1234
怀化综合,http://0/udp/239.76.255.12:9000
金色夕阳,http://0/udp/239.76.254.43:9000
CCTV央视高尔夫,http://0/udp/239.76.254.62:9000
北京少儿,http://0/udp/239.76.254.81:9000
快乐垂钓,http://0/udp/239.76.253.5:9000
湖南卫视,http://0/udp/239.76.253.101:9000
湖南国际,http://0/udp/239.76.253.102:9000
湖南卫视,http://0/udp/239.76.253.100:9000
湖南经视,http://0/udp/239.76.253.103:9000
湖南都市,http://0/udp/239.76.253.104:9000
湖南娱乐,http://0/udp/239.76.253.105:9000
湖南电影,http://0/udp/239.76.253.106:9000
湖南电视剧,http://0/udp/239.76.253.108:9000
金鹰卡通,http://0/udp/239.76.253.107:9000
湖南公共,http://0/udp/239.76.253.109:9000
金鹰纪实,http://0/udp/239.76.253.110:9000
长沙新闻,http://0/udp/239.76.253.121:9000
长沙政法,http://0/udp/239.76.253.122:9000
欢笑剧场4K,http://0/udp/239.76.253.130:9000
极速汽车,http://0/udp/239.76.253.133:9000
动漫秀场,http://0/udp/239.76.253.131:9000
全纪实,http://0/udp/239.76.253.137:9000
金色学堂,http://0/udp/239.76.253.139:9000
法治天地,http://0/udp/239.76.253.138:1234
CCTV1,http://0/udp/239.76.253.151:9000
CCTV2,http://0/udp/239.76.253.152:9000
CCTV3,http://0/udp/239.76.253.153:9000
CCTV4,http://0/udp/239.76.253.154:9000
CCTV5,http://0/udp/239.76.253.155:9000
CCTV5+,http://0/udp/239.76.253.168:9000
CCTV6,http://0/udp/239.76.253.156:9000
CCTV7,http://0/udp/239.76.253.157:9000
CCTV8,http://0/udp/239.76.253.158:9000
CCTV9,http://0/udp/239.76.253.159:9000
CCTV10,http://0/udp/239.76.253.160:9000
CCTV12,http://0/udp/239.76.253.162:9000
CCTV13,http://0/udp/239.76.253.93:9000
CCTV14,http://0/udp/239.76.253.164:9000
CCTV16,http://0/udp/239.76.253.98:9000
CCTV16,http://0/udp/239.76.253.214:9000
CCTV16,http://0/udp/239.76.253.224:9000
CCTV16,http://0/udp/239.76.253.230:9000
江苏卫视,http://0/udp/239.76.253.181:9000
浙江卫视,http://0/udp/239.76.253.182:9000
北京卫视,http://0/udp/239.76.253.184:9000
天津卫视,http://0/udp/239.76.253.185:9000
东方卫视,http://0/udp/239.76.253.186:9000
深圳卫视,http://0/udp/239.76.253.188:9000
湖北卫视,http://0/udp/239.76.253.193:9000
山东卫视,http://0/udp/239.76.253.195:9000
黑龙江卫视,http://0/udp/239.76.253.200:9000
吉林卫视,http://0/udp/239.76.253.201:9000
河南卫视,http://0/udp/239.76.253.202:9000
海南卫视,http://0/udp/239.76.253.203:9000
四川卫视,http://0/udp/239.76.253.91:9000
重庆卫视,http://0/udp/239.76.253.92:9000
广西卫视,http://0/udp/239.76.254.54:9000
陕西卫视,http://0/udp/239.76.254.76:9000
云南卫视,http://0/udp/239.76.254.60:9000
甘肃卫视,http://0/udp/239.76.253.94:9000
都市剧场,http://0/udp/239.76.253.215:9000
生活时尚,http://0/udp/239.76.253.223:9000
长沙女姓,http://0/udp/239.76.252.23:9000
湖南卫视,http://0/udp/239.76.252.115:9000
湖南经视,http://0/udp/239.76.252.116:9000
湖南电视剧,http://0/udp/239.76.252.118:9000
湖南电影,http://0/udp/239.76.252.119:9000
金鹰卡通,http://0/udp/239.76.252.120:9000
湖南公共,http://0/udp/239.76.252.123:9000
湖南娱乐,http://0/udp/239.76.252.121:9000
金鹰纪实,http://0/udp/239.76.252.122:9000
湖南国际,http://0/udp/239.76.252.124:9000
湖南都市,http://0/udp/239.76.252.117:9000
快乐垂钓,http://0/udp/239.76.252.127:9000
河南梨园,http://0/udp/239.76.252.179:9000
文物宝库,http://0/udp/239.76.252.180:9000
武术世界,http://0/udp/239.76.252.181:9000
广东卫视,http://0/udp/239.76.252.189:9000
东南卫视,http://0/udp/239.76.252.190:9000
中国教育,http://0/udp/239.76.252.192:9000
安徽卫视,http://0/udp/239.76.252.196:9000
辽宁卫视,http://0/udp/239.76.252.197:9000
河北卫视,http://0/udp/239.76.252.199:9000
贵州卫视,http://0/udp/239.76.252.198:9000
长沙影视,http://0/udp/239.76.252.204:9000
湘西综合,http://0/udp/239.76.252.208:9000
湘西公共,http://0/udp/239.76.252.209:9000
湘西公共,http://0/udp/239.76.252.210:9000
湖南教育,http://0/udp/239.76.252.233:9000
浏阳新闻,http://0/udp/239.76.255.6:9000
衡阳公共,http://0/udp/239.76.255.14:9000
衡阳综合,http://0/udp/239.76.255.13:9000
衡阳县电视台,http://0/udp/239.76.255.26:9000
邵阳公共,http://0/udp/239.76.255.22:9000
邵阳综合,http://0/udp/239.76.255.21:9000
娄底教育,http://0/udp/239.76.255.20:9000
娄底综合,http://0/udp/239.76.255.18:9000
娄底公共,http://0/udp/239.76.255.19:9000
郴州综合,http://0/udp/239.76.253.75:9000
张家界公共,http://0/udp/239.76.252.235:9000
永州新闻,http://0/udp/239.76.255.23:9000
永州公共,http://0/udp/239.76.255.24:9000
蓝山综合,http://0/udp/239.76.255.38:9000
道县综合,http://0/udp/239.76.255.28:9000
江华综合,http://0/udp/239.76.255.29:9000
新田综合,http://0/udp/239.76.255.30:9000
祁阳综合,http://0/udp/239.76.255.31:9000
东安综合,http://0/udp/239.76.255.32:9000
双牌综合,http://0/udp/239.76.255.33:9000
宁远综合,http://0/udp/239.76.255.34:9000
江永综合,http://0/udp/239.76.255.35:9000
中方综合,http://0/udp/239.76.255.36:9000
洪江综合,http://0/udp/239.76.255.37:9000
辰溪综合,http://0/udp/239.76.255.39:9000
溆浦综合,http://0/udp/239.76.255.40:9000
芷江综合,http://0/udp/239.76.255.41:9000
会同综合,http://0/udp/239.76.255.42:9000
靖州综合,http://0/udp/239.76.255.43:9000
通道综合,http://0/udp/239.76.255.44:9000
城步综合,http://0/udp/239.76.255.45:9000
武冈综合,http://0/udp/239.76.255.46:9000
岳麓综合,http://0/udp/239.76.255.47:9000

